date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:27:23	147434/147434	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Nov%202023%2012:16:57%20GMT	https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html	C:/Users/cauan/Desktop/site/odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html	(from )
00:27:23	162/162	---MCZ	200	added ('OK')	text/plain	etag:W/%2264a40c2d-150%22	https://odia.ig.com.br/robots.txt		(from )
00:27:24	105270/105270	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Nov%202023%2004:08:02%20GMT	https://odia.ig.com.br/mage/2021/06/amp/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html	C:/Users/cauan/Desktop/site/odia.ig.com.br/mage/2021/06/amp/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:24	38451/38451	---M--	200	added ('OK')	image/jpeg	etag:%2260d37d6d-9fa7%22	https://odia.ig.com.br/_midias/jpg/2021/06/23/398x470/1_whatsapp_image_2021_06_23_at_14_58_33__1_-22237274.jpeg	C:/Users/cauan/Desktop/site/odia.ig.com.br/_midias/jpg/2021/06/23/398x470/1_whatsapp_image_2021_06_23_at_14_58_33__1_-22237274.jpg	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:24	132517/132517	---M--	200	added ('OK')	image/jpeg	etag:%2260d37d6b-21dea%22	https://odia.ig.com.br/_midias/jpg/2021/06/23/1200x750/1_whatsapp_image_2021_06_23_at_14_58_33__1_-22237274.jpeg	C:/Users/cauan/Desktop/site/odia.ig.com.br/_midias/jpg/2021/06/23/1200x750/1_whatsapp_image_2021_06_23_at_14_58_33__1_-22237274.jpg	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:24	1826/1826	---MCZ	200	added ('OK')	application/javascript	etag:W/%226234954e-baf%22	https://odia.ig.com.br/service-worker.js	C:/Users/cauan/Desktop/site/odia.ig.com.br/service-worker.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:24	193539/193539	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640212bf-2f468%22	https://odia.ig.com.br/2020/common/cdn/prebid/prebid4.28.0.rc2.js	C:/Users/cauan/Desktop/site/odia.ig.com.br/2020/common/cdn/prebid/prebid4.28.0.rc2.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:24	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640212bf-15d84%22	https://odia.ig.com.br/2020/common/cdn/jquery/jquery-3.5.1.min.js	C:/Users/cauan/Desktop/site/odia.ig.com.br/2020/common/cdn/jquery/jquery-3.5.1.min.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:25	6572/6572	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640212bf-19ac%22	https://odia.ig.com.br/2020/common/cdn/dayjs/dayjs.min.js	C:/Users/cauan/Desktop/site/odia.ig.com.br/2020/common/cdn/dayjs/dayjs.min.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:25	2815/2815	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640212bf-aff%22	https://odia.ig.com.br/2020/common/cdn/user.min.js	C:/Users/cauan/Desktop/site/odia.ig.com.br/2020/common/cdn/user.min.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:25	77942/77942	---MCZ	200	added ('OK')	application/javascript	etag:W/%226234954e-13076%22	https://odia.ig.com.br/2020/common/cdn/swiper/swiper.min.js	C:/Users/cauan/Desktop/site/odia.ig.com.br/2020/common/cdn/swiper/swiper.min.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:25	28740/28740	---MCZ	200	added ('OK')	application/javascript	etag:W/%226234954e-7044%22	https://odia.ig.com.br/2020/common/cdn/login.min.js	C:/Users/cauan/Desktop/site/odia.ig.com.br/2020/common/cdn/login.min.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:26	284544/284544	---M--	200	added ('OK')	text/javascript	etag:%22b209cac081bc437c%22	https://cdn.ampproject.org/v0.js	C:/Users/cauan/Desktop/site/cdn.ampproject.org/v0.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:26	66732/66732	---M--	200	added ('OK')	text/javascript	etag:%22b89252b8207cc964%22	https://cdn.ampproject.org/v0/amp-lightbox-gallery-0.1.js	C:/Users/cauan/Desktop/site/cdn.ampproject.org/v0/amp-lightbox-gallery-0.1.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:28	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2020%20Nov%202023%2003:27:43%20GMT	http://securepubads.g.doubleclick.net/tag/js/gpt.js	C:/Users/cauan/Desktop/site/securepubads.g.doubleclick.net/tag/js/gpt.d.delayed	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:29	4515/4515	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a06e7a176f40dc26aa5e9567ac9d2d5e%22	http://sb.scorecardresearch.com/beacon.js	C:/Users/cauan/Desktop/site/sb.scorecardresearch.com/beacon.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:30	99024/99024	---MCZ	200	added ('OK')	text/css	etag:W/%2264dbdd5d-182d0%22	https://odia.ig.com.br/2020/desktop/static/CACHE/css/artigo.min.css?t=202105291124	C:/Users/cauan/Desktop/site/odia.ig.com.br/2020/desktop/static/CACHE/css/artigo.min7b9c.css	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:32	60957/60957	---M-Z	200	added ('OK')	application/javascript	etag:%2290f6f9a0203d6cb08cc75484106b3ba9%22	http://c2.taboola.com/nr/odia/newsroom.js	C:/Users/cauan/Desktop/site/c2.taboola.com/nr/odia/newsroom.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:32	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265568fe4-302c%22	https://odia.ig.com.br/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Users/cauan/Desktop/site/odia.ig.com.br/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:32	35354/35354	---M--	200	added ('OK')	text/javascript	etag:15012791222656548979	http://pagead2.googlesyndication.com/pagead/show_ads.js	C:/Users/cauan/Desktop/site/pagead2.googlesyndication.com/pagead/f.txt	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:32	103565/103565	---M--	200	added ('OK')	text/javascript	etag:165%20/%2019681%20/%2031079657%20/%20config-hash:%2016204867678510254442	https://securepubads.g.doubleclick.net/tag/js/gpt.js	C:/Users/cauan/Desktop/site/securepubads.g.doubleclick.net/tag/js/f.txt	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
00:27:33	3499/3499	---M--	200	added ('OK')	text/css	etag:%226112cc2b-dab%22	https://tamborimdeouro.odianafolia.com.br/public/css/core.min.css	C:/Users/cauan/Desktop/site/tamborimdeouro.odianafolia.com.br/public/css/core.min.css	(from https://odia.ig.com.br/mage/2021/06/6174208-policia-militar-prende-traficante-conhecido-como-urso-em-mage.html)
